index,url,video title,category,relevant
brATrrWX8No,https://www.youtube.com/watch?v=brATrrWX8No,Higher yielding and more productive silvopastoral systems,Education,no
BvS_m8xKunI,https://www.youtube.com/watch?v=BvS_m8xKunI,Unfiltered: 24 Hours On A 4th Generation Dairy Farm,Travel & Events,no
V7r3QfDjKE4,https://www.youtube.com/watch?v=V7r3QfDjKE4,Biosecurity for Transporting Livestock and Poultry for Haulers/Transporters,Education,no
Y5Ka-V8Eltk,https://www.youtube.com/watch?v=Y5Ka-V8Eltk,Will US IRAN Strikes CAUSE Mortgage Rates to DROP?,News & Politics,no
90BcpwMEvps,https://www.youtube.com/watch?v=90BcpwMEvps,Raking grass ahead of the baler  #arimagery #farming #agriculture #farmlife,Autos & Vehicles,no
ie3nbwH2NJQ,https://www.youtube.com/watch?v=ie3nbwH2NJQ,How Spanish Farmers Cultivate and Harvest 2.47 Million Acres of Grapes | Agriculture Documentary,People & Blogs,no
b7LQvkW9YPk,https://www.youtube.com/watch?v=b7LQvkW9YPk,Unlock the Future of Rice Farming: Modern Transplanting Techniques!,People & Blogs,no
OKfuHgiZpVw,https://www.youtube.com/watch?v=OKfuHgiZpVw,Fully Expandable and Customizable Create Gantry Crop Farm Tutorial | Minecraft Create Mod 1.20,Gaming,no
D3nlWk0KEBg,https://www.youtube.com/watch?v=D3nlWk0KEBg,Northland Potato Harvest,People & Blogs,no
ofBxH0Krx4w,https://www.youtube.com/watch?v=ofBxH0Krx4w,1965 Massey Ferguson Tractor,People & Blogs,no
No9RoMQwXQ8,https://www.youtube.com/watch?v=No9RoMQwXQ8,The ONLY Way You Should Plant Sweet Corn,Howto & Style,no
LnthIE9RctE,https://www.youtube.com/watch?v=LnthIE9RctE,Ashland I-950 Ejector Scraper,Education,no
dw-6CpuiCaY,https://www.youtube.com/watch?v=dw-6CpuiCaY,High Quality 4-Tier A Type Layer Cage Farm 10000 Chickens From LIVI Poultry Equipment Supplier,Science & Technology,no
suQK3dpfAak,https://www.youtube.com/watch?v=suQK3dpfAak,Silvopastoral Systems - How to Best Integrate Trees Forage and Animals into a Complementary System,People & Blogs,no
dl1DEYsSCQ0,https://www.youtube.com/watch?v=dl1DEYsSCQ0,Electric animal feed hay grass chopper chaff cutter machine,People & Blogs,no
M0fGUzF8D_E,https://www.youtube.com/watch?v=M0fGUzF8D_E,So thankful God made me a farmhand.,Gaming,no
zCrTHXs7me4,https://www.youtube.com/watch?v=zCrTHXs7me4,Miracle-Gro,People & Blogs,no
ki2Xc8s44sI,https://www.youtube.com/watch?v=ki2Xc8s44sI,Why Crop Rotation Isn’t Necessary For Home Gardeners,Education,no
GFL1uj5YGgE,https://www.youtube.com/watch?v=GFL1uj5YGgE,Delicious red apple cutting - Farm fresh ninja fruit cutting,People & Blogs,no
1TQTQ3PrCw8,https://www.youtube.com/watch?v=1TQTQ3PrCw8,Silvopasture system,People & Blogs,no
tKb1il4ZYa0,https://www.youtube.com/watch?v=tKb1il4ZYa0,3-Tier A-Type Layer Cage System For 10000 Birds Farm| 10 Years of Layer Farm Cage| Egg Production,Science & Technology,no
ywGeSJdU2cA,https://www.youtube.com/watch?v=ywGeSJdU2cA,Animal Husbandry Techniques In Animal Husbandry,Pets & Animals,no
19obDcmJ1ag,https://www.youtube.com/watch?v=19obDcmJ1ag,All In One Decorticator for Groundnut M:+919712989070 #unisoft #decorticator #groundnutdecorticator,Science & Technology,no
vMiBC0LHF-w,https://www.youtube.com/watch?v=vMiBC0LHF-w,Anti-Siphon vs Inline Valves,Howto & Style,no
7U1G2iRj84E,https://www.youtube.com/watch?v=7U1G2iRj84E,morden #irrigation #systems #farm #shortvideo #shorts #yrvision #farmer #viralshorts,Education,no
wWRdidwFY50,https://www.youtube.com/watch?v=wWRdidwFY50,Informed management at river-basin level,Nonprofits & Activism,no
7-ozAZD9mQo,https://www.youtube.com/watch?v=7-ozAZD9mQo,What Are Examples Of Crop Rotation Systems? - The World of Agriculture,People & Blogs,no
KAPeR-ASFSY,https://www.youtube.com/watch?v=KAPeR-ASFSY,#corn #planting #technique #maisan,People & Blogs,no
DYi_MloGybw,https://www.youtube.com/watch?v=DYi_MloGybw,Buy or lease farm equipment: What's right for you?,Education,no
pK_gS-HOhrg,https://www.youtube.com/watch?v=pK_gS-HOhrg,Top 10 AgTech Startups,Science & Technology,no
s_k0FJyb3Eg,https://www.youtube.com/watch?v=s_k0FJyb3Eg,The Bhungroo (Straw) - An Intervention for  water logging and irrigation in saline soils,Nonprofits & Activism,no
iqveen9btLI,https://www.youtube.com/watch?v=iqveen9btLI,Understanding Landscape 07: The Upper Midwest Case Study,Education,no
h8qqS3Vy4k8,https://www.youtube.com/watch?v=h8qqS3Vy4k8,How do you build a low cost poly house? What is low tunnel farming?,Education,no
2V9koPQYy0Y,https://www.youtube.com/watch?v=2V9koPQYy0Y,Asian Onion Cultivation - Onion Farm And Harvest - Asian Agriculture Technology Farming,Science & Technology,no
HM7eevbQd3Q,https://www.youtube.com/watch?v=HM7eevbQd3Q,Maintenance of farm and animal tools,Education,no
OVcTW48N8JA,https://www.youtube.com/watch?v=OVcTW48N8JA,An agricultural machinery and spare parts manufacturer from Jiangsu China.,People & Blogs,no
eUUmscKgwak,https://www.youtube.com/watch?v=eUUmscKgwak,Hay making (Preservation of fodder) | veterinary first year and second year,Education,no
p4XHzkWX7w0,https://www.youtube.com/watch?v=p4XHzkWX7w0,reviews the requirement to proper secure pesticide during transportation,Education,no
0oWTHYExjkA,https://www.youtube.com/watch?v=0oWTHYExjkA,I Found the Easiest Compost System!,Entertainment,no
noqyoJJuEcg,https://www.youtube.com/watch?v=noqyoJJuEcg,[Basic Level] Agriculture/Farming Japanese Vocabulary Part 1,Education,no
DhdFQCyKD3U,https://www.youtube.com/watch?v=DhdFQCyKD3U,Soil erosion has been greatly reduced with modern farming practices.,Education,no
l1RPPE7lMAs,https://www.youtube.com/watch?v=l1RPPE7lMAs,Can We Save Our Food by Saving the Soil? | Soil Degradation Explained,Education,no
kIyb11VIXe4,https://www.youtube.com/watch?v=kIyb11VIXe4,We have a right to know #food #homesteading,Entertainment,no
albM5pD9XJs,https://www.youtube.com/watch?v=albM5pD9XJs,Three 'Must Haves' For Farm Equipment Dealers Just Getting Into Precision Equipment,Science & Technology,no
kMo6qQJVZtw,https://www.youtube.com/watch?v=kMo6qQJVZtw,THIS HORSE'S HOOF RESCUE WILL LEAVE YOU SPEECHLESS! HORSE RESCUE,Pets & Animals,no
pswKlW1jz-4,https://www.youtube.com/watch?v=pswKlW1jz-4,The Secret Life of a Farm Wife in 1900- The Past Said It Better - Thank God for Feminism!,People & Blogs,no
eAdfU3KWbrA,https://www.youtube.com/watch?v=eAdfU3KWbrA,Understanding the importance of good farm management principles,People & Blogs,no
Xp77fDbKimg,https://www.youtube.com/watch?v=Xp77fDbKimg,Growing Vegetables -   'The art of conserving and storing rain water' Video 2,Education,no
6tsJ7U-vHPA,https://www.youtube.com/watch?v=6tsJ7U-vHPA,How To Build Your Own Worm Farm (composting poop for the garden)🌱,People & Blogs,no
-JU-vg1RC7Y,https://www.youtube.com/watch?v=-JU-vg1RC7Y,Organic Vegetable Farming: From Seed to Harvest,Education,no
kHyVoqhw38c,https://www.youtube.com/watch?v=kHyVoqhw38c,Farm Management Software Tools About Manage the Farm .com,Science & Technology,no
YQKZ2vaZHhw,https://www.youtube.com/watch?v=YQKZ2vaZHhw,75. Adoption of science on farms and behaviour change,People & Blogs,no
sAlyB5E5kOU,https://www.youtube.com/watch?v=sAlyB5E5kOU,10: Hygiene in the shed? Let the cows tell you! Scoring system,Education,no
tcu3bP_CfY0,https://www.youtube.com/watch?v=tcu3bP_CfY0,🌴 Imaging Farming Views 🌳 #nature #farmingviews #villagelife,Entertainment,no
fx5WGOua9PI,https://www.youtube.com/watch?v=fx5WGOua9PI,Farmers get watermelons as long as snakes #smartfarming #organicfarming #gardeningtips #farming,People & Blogs,no
71YHr-v9vSE,https://www.youtube.com/watch?v=71YHr-v9vSE,best agricultural fencing tips - TIP N°1,Howto & Style,no
yXAZqb291uQ,https://www.youtube.com/watch?v=yXAZqb291uQ,SOLAR LIGHT HOME/FARM SECURITY!! FARM CHORES TOO.... EASY INSTALL RELIABLE SOLAR  SECURITY,People & Blogs,no
z9t3zh6YaWw,https://www.youtube.com/watch?v=z9t3zh6YaWw,Grow Your Own Food at Home – Veggies in Containers!,Education,no
T2pcd2rbOD0,https://www.youtube.com/watch?v=T2pcd2rbOD0,Improving crop yields: Dr Liz Dennis,Science & Technology,no
p76Yo57sOY8,https://www.youtube.com/watch?v=p76Yo57sOY8,Do Amazon LED Grow Lights Work For SEEDLINGS and VEGGIES? The Simple Truth,Howto & Style,no
CJ8tv-0ovoA,https://www.youtube.com/watch?v=CJ8tv-0ovoA,This DJI Agriculture Drone Can Spray Pesticides/Sow Seeds Precisely at Night!,Science & Technology,no
qRXyYY3YOTU,https://www.youtube.com/watch?v=qRXyYY3YOTU,Benefits of staying in an Italian Agriturismo? (Rustic Farm Stay - Friuli Udine Northern Italy) 🇮🇹,Travel & Events,no
MRgX9rzjkEM,https://www.youtube.com/watch?v=MRgX9rzjkEM,Natural solution to treat your plants 🌿 from aphids & bugs 💚 #gardening #garden  #pestcontrol,People & Blogs,no
9H_tmj38Lvw,https://www.youtube.com/watch?v=9H_tmj38Lvw,Soil mixing with grader ripper.,Science & Technology,no
f2JMhdK0KSo,https://www.youtube.com/watch?v=f2JMhdK0KSo,Colombian farmer explores sustainable cattle ranching practices to assure food security,News & Politics,no
9OxUZxtXExc,https://www.youtube.com/watch?v=9OxUZxtXExc,Farm Software Management Systems,Nonprofits & Activism,no
-w-9wVs5R3M,https://www.youtube.com/watch?v=-w-9wVs5R3M,10 EFFECTS OF CLIMATE CHANGE ON AGRICULTURE,Education,no
vkYEmC5xDDE,https://www.youtube.com/watch?v=vkYEmC5xDDE,Crop Rotation and Its Environmental Benefits: A Sustainable Farming Practice! (2 Minutes),Science & Technology,no
4cpV9HFlnxc,https://www.youtube.com/watch?v=4cpV9HFlnxc,High Yield Tomato Farming No Water Three Days Before Put Down #satisfying #shortsvideo,People & Blogs,no
gVBuG_kJ-wU,https://www.youtube.com/watch?v=gVBuG_kJ-wU,How to Drive a Tractor | Farm Equipment Operator,Entertainment,no
ryvqT3_quRk,https://www.youtube.com/watch?v=ryvqT3_quRk,Chicken factory supply layer cage equipment #chickencage #layercage,People & Blogs,no
4a2Ld_1OZTI,https://www.youtube.com/watch?v=4a2Ld_1OZTI,"White Garden Trellis 42""W x 75""H for Climbing Plants Vinyl Trellis Indoor Outdoor Plant Support for",People & Blogs,no
fXUo1s2upgY,https://www.youtube.com/watch?v=fXUo1s2upgY,This is amazing !! single row corn harvester  home use corn harvester machine  #agriculture,Howto & Style,no
Y1ZDZaqrB_A,https://www.youtube.com/watch?v=Y1ZDZaqrB_A,Farming Video | Sesame Planting Tips with Todd Kimbrell in Texas Wheat Stubble,People & Blogs,no
lCidlr_pbI4,https://www.youtube.com/watch?v=lCidlr_pbI4,Growing and Harvesting of Cotton,Howto & Style,no
3ziGVXCxaLY,https://www.youtube.com/watch?v=3ziGVXCxaLY,EVALUATING PLANTAIN FIELD 4 MONTHS AFTER ESTABLISHMENT/ Plantain farming/ how to establish plantains,Education,no
4IhIuL3hNss,https://www.youtube.com/watch?v=4IhIuL3hNss,Top 5 Plants to Revive Dead Soil,Howto & Style,no
_KynQX5GsA4,https://www.youtube.com/watch?v=_KynQX5GsA4,The Journey of Rice: From Ancient Fields to Modern Plates,People & Blogs,no
MkWLtL3qifg,https://www.youtube.com/watch?v=MkWLtL3qifg,Storing hay,People & Blogs,no
7x9F_CqgVJ4,https://www.youtube.com/watch?v=7x9F_CqgVJ4,Jacob's Livestock Breeding Experiment,Science & Technology,no
na8KGmrFRcY,https://www.youtube.com/watch?v=na8KGmrFRcY,How to Grow Wheat Organically,Howto & Style,no
3Q_zME49rNY,https://www.youtube.com/watch?v=3Q_zME49rNY,Don't Bother Growing These 9 Crops,Howto & Style,no
96fjwLMwrwc,https://www.youtube.com/watch?v=96fjwLMwrwc,Agricultural Livelihood Recovery in Northern Uganda.,Education,no
ALp3y9b0Aeo,https://www.youtube.com/watch?v=ALp3y9b0Aeo,The Environmental Impacts of Agriculture (In Brief),Education,no
oPWeKXfqVh0,https://www.youtube.com/watch?v=oPWeKXfqVh0,Hydroponic Vs Traditional Farming,Howto & Style,no
_AM2fX24vtQ,https://www.youtube.com/watch?v=_AM2fX24vtQ,Organic Farming - How to Start Business Organic Farming - Organic Production Step by Step,People & Blogs,no
5WhsWqSeiPg,https://www.youtube.com/watch?v=5WhsWqSeiPg,What Is Agronomy? - The World of Agriculture,People & Blogs,no
gusQD5rbReI,https://www.youtube.com/watch?v=gusQD5rbReI,FELIX GYAMFI- DIRECTOR GENERAL (NSA) EP03- AGRICULTURAL ACTIVITY,People & Blogs,no
N7-mNylq4Ok,https://www.youtube.com/watch?v=N7-mNylq4Ok,Urban agriculture offers a solution to the food crisis of the future,Science & Technology,no
YxqX9y838Cs,https://www.youtube.com/watch?v=YxqX9y838Cs,Giersch Аgro services equipment rental | Promotional video,People & Blogs,no
EX0TfdiPSfs,https://www.youtube.com/watch?v=EX0TfdiPSfs,Banana 🍌harvesting cutting and packing super banana export #viral #bananafruit#agriculture #fruit ￼,People & Blogs,no
UOjSwMCMoM8,https://www.youtube.com/watch?v=UOjSwMCMoM8,SUPER EASY Method To GROW Bougainvillea & Rose Plant //#highlights #reels #shortvideo,People & Blogs,no
tmEj3MQPlTY,https://www.youtube.com/watch?v=tmEj3MQPlTY,Drip Irrigation Basics,People & Blogs,no
QwlFYoE6x0A,https://www.youtube.com/watch?v=QwlFYoE6x0A,Struggling with dry conditions on your farm? 🌾💧 Discover low-cost irrigation techniques.,Howto & Style,no
gn_0aMiJ0sE,https://www.youtube.com/watch?v=gn_0aMiJ0sE,Buy Farm Fresh Berries Online | London Grocery,People & Blogs,no
Y5W8USut-0o,https://www.youtube.com/watch?v=Y5W8USut-0o,Pros and Cons of a USDA Loan | All You Need to Know About USDA Home Loans EXPLAINED,Education,no
2gTFK3CK6_8,https://www.youtube.com/watch?v=2gTFK3CK6_8,Processing Rough Hay,Education,no
zjbzt8EIjdw,https://www.youtube.com/watch?v=zjbzt8EIjdw,Eel Aquaculture Farming Harvesting in Pond #agriculture #eel #eelfeeding #eelfishing #shorts #viral,Science & Technology,no
O-aJREbxoM0,https://www.youtube.com/watch?v=O-aJREbxoM0,Replacing the Top of a Rain Bird Valve,Howto & Style,no
Q6FIiPIjx04,https://www.youtube.com/watch?v=Q6FIiPIjx04,"""Eco-Friendly Plowing: Sustainable Farming with John Deere & Lemken""",People & Blogs,no
fFCaMBQpBHY,https://www.youtube.com/watch?v=fFCaMBQpBHY,Cream separator/Fat separator machine/milk processing equipment call 9042571010,Science & Technology,no
uWBEimWQtRM,https://www.youtube.com/watch?v=uWBEimWQtRM,TOMATO GARDEN TOUR (19 Unique Varieties We’re Growing!),Howto & Style,no
uQ_auFoUlU4,https://www.youtube.com/watch?v=uQ_auFoUlU4,High-Tech Agriculture: Small Firms on the Frontier of Agribusiness,Film & Animation,no
g5dqRXOThDs,https://www.youtube.com/watch?v=g5dqRXOThDs,Agronomy: Explore the Possibilities in Purdue Agriculture,Education,no
uL4umzvV8VQ,https://www.youtube.com/watch?v=uL4umzvV8VQ,That's a master operator if I've ever seen one... #skidsteer  #farmequipment #operator  #farming,Autos & Vehicles,no
lNfw1VW1cKw,https://www.youtube.com/watch?v=lNfw1VW1cKw,What is Mysterious Crop Circles? Joe Rogan,People & Blogs,no
9r35WCUtl3c,https://www.youtube.com/watch?v=9r35WCUtl3c,How far should LED grow lights be from plants?,Science & Technology,no
3hnRGBpUomQ,https://www.youtube.com/watch?v=3hnRGBpUomQ,🎥 Full Tour of a Modern Hydroponic Greenhouse – Growing Vegetables Without Soil#farming#shorts,People & Blogs,no
ES5oPW3EbuY,https://www.youtube.com/watch?v=ES5oPW3EbuY,Germany's sustainable farming method,Entertainment,no
PHr_Ka_dNIM,https://www.youtube.com/watch?v=PHr_Ka_dNIM,What is Sustainable Agriculture? (Definition),Education,no
IXaxdLjPt_A,https://www.youtube.com/watch?v=IXaxdLjPt_A,Curing hay!!… Such a wonderful smell & why.,Education,no
Ie9cKMn4-44,https://www.youtube.com/watch?v=Ie9cKMn4-44,Training Out of Control Pole Beans!,Howto & Style,no
5jLdZKT56mg,https://www.youtube.com/watch?v=5jLdZKT56mg,Hay Chix Large Bale 6' Net + Century Livestock Feeder,Pets & Animals,no
f2aQtApaOQk,https://www.youtube.com/watch?v=f2aQtApaOQk,Crop Rotation Unveiled: Maximizing Soil Health and Agricultural Productivity,Science & Technology,no
XAqKNsiuLxY,https://www.youtube.com/watch?v=XAqKNsiuLxY,Lettuce Harvesting by Hand and Packing Machine - Beautiful Lettuce Farm Seed To Harvest,Science & Technology,no
NquuybXOwTg,https://www.youtube.com/watch?v=NquuybXOwTg,Regenerative Agriculture: Restoring Soil Health and Biodiversity,Science & Technology,no
Q6FbIn0ppoI,https://www.youtube.com/watch?v=Q6FbIn0ppoI,👀 Check it out 👀 All-In-One Metal Raised Bed ✅ Garden Grid watering system ✅  #raisedbedgardening,Howto & Style,no
gC6Cxr-KyIo,https://www.youtube.com/watch?v=gC6Cxr-KyIo,Farm infrastructure improvements for water quality,Nonprofits & Activism,no
teVmVMH-Ano,https://www.youtube.com/watch?v=teVmVMH-Ano,Farming in the forest in Belize,Science & Technology,no
eZZxycU81Is,https://www.youtube.com/watch?v=eZZxycU81Is,What Does A Healthy Soil Food Web Look Like? - The Plant Enthusiast,People & Blogs,no
VPBovuhCdsc,https://www.youtube.com/watch?v=VPBovuhCdsc,Digital agriculture good practice - Automated dairy farm management saves time and keep cows healthy,Nonprofits & Activism,no
83QKEezAcXQ,https://www.youtube.com/watch?v=83QKEezAcXQ,Tech alone ‘won’t raise farm yields’,Science & Technology,no
CSkLxprNbIk,https://www.youtube.com/watch?v=CSkLxprNbIk,Episode 0 – Welcome to Agronomy and Farm Management,Education,no
AN0w-FrUKrs,https://www.youtube.com/watch?v=AN0w-FrUKrs,Compound Effect is the MOST Powerful Tool for Farming Success,People & Blogs,no
_QrLtJ_cnxQ,https://www.youtube.com/watch?v=_QrLtJ_cnxQ,Wheat School: Seize the Fall! Peter Johnson’s Top Winter Wheat Planting Tips,People & Blogs,no
yE7yCoOp-fo,https://www.youtube.com/watch?v=yE7yCoOp-fo,Table Mountain Vineyards | Farm Meets Function,Education,no
YGZMOTNPGLA,https://www.youtube.com/watch?v=YGZMOTNPGLA,Dairy Farmers of Canada: Puppet,Entertainment,no
TaD0kLfUFgw,https://www.youtube.com/watch?v=TaD0kLfUFgw,How to choose the right hay tedder for you | John Deere Tips Notebook,Autos & Vehicles,no
ibdPVk6alb4,https://www.youtube.com/watch?v=ibdPVk6alb4,Is potato salad a top 3 cookout side? #makeithappen #recipes,Entertainment,no
oSSUA2r-cXk,https://www.youtube.com/watch?v=oSSUA2r-cXk,David Attenborough: The Fascinating Life Cycle of Desert Plants | Nature Bites,Pets & Animals,no
SZZvRqZuchU,https://www.youtube.com/watch?v=SZZvRqZuchU,Turning my 2000 square foot backyard into a mini homestead! #backyardhomestead #backyardgardening,People & Blogs,no
BHpkOptp6as,https://www.youtube.com/watch?v=BHpkOptp6as,How Lovin’ Mama Farm Stays Regenerative & Real Organic Certified,Science & Technology,no
0uUUY_lpH-E,https://www.youtube.com/watch?v=0uUUY_lpH-E,🌱 Embracing Sustainability: The Benefits of Organic Farming | Science Father,People & Blogs,no
ZBlB0LPxAR8,https://www.youtube.com/watch?v=ZBlB0LPxAR8,2018-2023 Global and Regional Plant Growth Chambers Sales and Consumption Status,People & Blogs,no
fLoGUZUxIdY,https://www.youtube.com/watch?v=fLoGUZUxIdY,Healthy soil for healthy plants and environment: Agronomy feeds the world,Science & Technology,no
OpzmpP0eruI,https://www.youtube.com/watch?v=OpzmpP0eruI,Be Kind to Animals: Avoid Inhumane Slaughtering and Try the Islamic Method (Avoid this one),People & Blogs,no
NjSchRnnnJY,https://www.youtube.com/watch?v=NjSchRnnnJY,Planting crops: people planting crops using a tractor,Science & Technology,no
s4wxOGNBbbA,https://www.youtube.com/watch?v=s4wxOGNBbbA,Hightunnel update,Howto & Style,no
15L9aeR0Fbc,https://www.youtube.com/watch?v=15L9aeR0Fbc,Sim Academy | FSM/TSM 201 - Sim Optimization | Farm Planning Optimization Methods,Gaming,no
j5wVa2mu3vA,https://www.youtube.com/watch?v=j5wVa2mu3vA,What Are Sustainable Farming Practices? - China Cultural Expedition,People & Blogs,no
3PzCjR-22W8,https://www.youtube.com/watch?v=3PzCjR-22W8,Organic Farming Certificate Program at Rodale Institute,Nonprofits & Activism,no
MybaVOw_cQ4,https://www.youtube.com/watch?v=MybaVOw_cQ4,Climate Smart Agriculture in practice!,Nonprofits & Activism,no
tI4g1wsiCFk,https://www.youtube.com/watch?v=tI4g1wsiCFk,If You Were a Farmer in 1840: Confronting Agrarian Challenges,Education,no
edAZaLm3QTc,https://www.youtube.com/watch?v=edAZaLm3QTc,Precise pasture management,Science & Technology,no
gGJ30u-FVBQ,https://www.youtube.com/watch?v=gGJ30u-FVBQ,This rotary machine makes farming easier and more efficient#shorts#ep19,People & Blogs,no
yVRGIVOfKYU,https://www.youtube.com/watch?v=yVRGIVOfKYU,RP161: Improving farm practices in Belmunda North Queensland,Education,no
f6cw1_xmWUc,https://www.youtube.com/watch?v=f6cw1_xmWUc,'Gets the job done': Roundup man restoring vintage horse-drawn farming equipment,News & Politics,no
_R7J7y6lJfA,https://www.youtube.com/watch?v=_R7J7y6lJfA,Vale Industries Grain Giant Testimonial - Aviator Farms,People & Blogs,no
UWA5LWBPT3Q,https://www.youtube.com/watch?v=UWA5LWBPT3Q,White farms seized in Zimbabwe by Robert Mugabe Hyperinflation and famine follow #education #history,Education,no
UIRxx58ARw8,https://www.youtube.com/watch?v=UIRxx58ARw8,beautiful fruits graden#agrifuture #garden #vegetablegarden #fruit,People & Blogs,no
Kipk5QgQKio,https://www.youtube.com/watch?v=Kipk5QgQKio,Innovative Water Systems  Harnessing Gravity,Travel & Events,no
2SBVz4MgeIE,https://www.youtube.com/watch?v=2SBVz4MgeIE,Plant Life Cycle Stages From Seed To Fruit | Primary School Science Animation,Education,no
MaK5OHm_KU8,https://www.youtube.com/watch?v=MaK5OHm_KU8,Sustainable Agricultural Practices,People & Blogs,no
VguwBfqw8Og,https://www.youtube.com/watch?v=VguwBfqw8Og,#cotton #spraying #glyphosate #herbicide #agriculture,Science & Technology,no
swkkHMsQEus,https://www.youtube.com/watch?v=swkkHMsQEus,Selective Breeding - GCSE Biology (9-1),Education,no
BTz8OPlmOg8,https://www.youtube.com/watch?v=BTz8OPlmOg8,18 Futuristic Agriculture Machines That are Next Level ▶ 01,Science & Technology,no
Osni120flXk,https://www.youtube.com/watch?v=Osni120flXk,Tomato Growing Tips | From the Ground Up,Education,no
D_7CmV4hZpo,https://www.youtube.com/watch?v=D_7CmV4hZpo,Clarkson's Farm – Wise Words from Baby Gerald 🤣❤🚜#shorts,People & Blogs,no
YemM5RiCKpA,https://www.youtube.com/watch?v=YemM5RiCKpA,Fruit & Veggie Delivery - Farm Fresh To You,People & Blogs,no
8lrdEJAsBlw,https://www.youtube.com/watch?v=8lrdEJAsBlw,The Most Satisfying Highland Cow Cleanup Ever,People & Blogs,no
rLptkw6LMPU,https://www.youtube.com/watch?v=rLptkw6LMPU,Chinese Farmers Harvest Millions Of Tons Of Traditional Fruit This Way - Agriculture Technology,People & Blogs,no
bsJwRIjkXYA,https://www.youtube.com/watch?v=bsJwRIjkXYA,Revolutionizing Agriculture: Top AI Tools Every Farmer Needs!,People & Blogs,no
FigDMlxp9D4,https://www.youtube.com/watch?v=FigDMlxp9D4,The Lifestyle of a Farmer in the 1800s,People & Blogs,no
wNe1XuZavmY,https://www.youtube.com/watch?v=wNe1XuZavmY,MountainPress mini round baler in action  #caeb #farming #miniroundbaler,Science & Technology,no
0Y4phVWywxM,https://www.youtube.com/watch?v=0Y4phVWywxM,B.Tech Agriculture: Unlocking Career Opportunities in Government Jobs Startups and Innovation,Education,no
dIxvMJEfTLc,https://www.youtube.com/watch?v=dIxvMJEfTLc,The real 'Finance minister of India'? #indian #monsoon #rural #agriculture #economy #inflation #rain,People & Blogs,no
gIJxuL7Z-Nw,https://www.youtube.com/watch?v=gIJxuL7Z-Nw,How 520 Million Chickens Are Raised By American Farmers - Chicken Farming,Education,no
hbEZm2Vl66g,https://www.youtube.com/watch?v=hbEZm2Vl66g,The Dalai Lama REACHED OUT to ME About a Farming Idea!,Howto & Style,no
o1rP25okjRc,https://www.youtube.com/watch?v=o1rP25okjRc,Beginner's GUIDE To Raising SHEEP At A Low COST! | Best Practices (DETAILED),Howto & Style,no
DjC0FckMh2Q,https://www.youtube.com/watch?v=DjC0FckMh2Q,Silver King Model 42 Antique Tractor For Sale Online at Auction,Autos & Vehicles,no
zbKFqsVnS3A,https://www.youtube.com/watch?v=zbKFqsVnS3A,Smart Agriculture Techniques: How Farmers Achieve High-Yield Cucumber Cultivation,People & Blogs,no
q_hbYcin_34,https://www.youtube.com/watch?v=q_hbYcin_34,Sin herbicidas y desde la cosechadora: El destructor de malezas que llegó a Arg. (#1141 2025-06-21),Science & Technology,no
nRsITz62Zko,https://www.youtube.com/watch?v=nRsITz62Zko,What Vegetables to Plant in MAY 2025,Howto & Style,no
WxrTeT8Vin4,https://www.youtube.com/watch?v=WxrTeT8Vin4,AGRITECH NA HORTITEC 2025,People & Blogs,no
1VNk5cRSVqA,https://www.youtube.com/watch?v=1VNk5cRSVqA,Meat rabbits are self-sufficient and meat chickens aren't,People & Blogs,no
5ESvOqbeE94,https://www.youtube.com/watch?v=5ESvOqbeE94,Hidden Benefits of Using Modern Farming Equipment #music #beats #slowedandreverb #halloween #remix,People & Blogs,no
SQu6T3NtX3M,https://www.youtube.com/watch?v=SQu6T3NtX3M,How Israel became the most advanced country in agriculture,People & Blogs,no
HrdtbRrf2Y0,https://www.youtube.com/watch?v=HrdtbRrf2Y0,Mitigate Herbicide Resistance; How and Why 4/5,Education,no
mqNjmJYerRk,https://www.youtube.com/watch?v=mqNjmJYerRk,Timing is Everything when Buying Farmland,Education,no
pVUWHG3jpfk,https://www.youtube.com/watch?v=pVUWHG3jpfk,Hydroponic Fodder Farming 😱,People & Blogs,no
zX4u3AkpvhA,https://www.youtube.com/watch?v=zX4u3AkpvhA,How To Make Soil For A Vegetable Garden,Howto & Style,no
58nfmCPThVU,https://www.youtube.com/watch?v=58nfmCPThVU,How Machines Help American Farmers Harvest 8.9 Billion Pounds of Onions  | Farming Documentary,Entertainment,no
aBmY-APi-ig,https://www.youtube.com/watch?v=aBmY-APi-ig,The best eggs to buy. #healthyeating #healthylifestyle #pastureraised #organic #eggs,People & Blogs,no
kxYA6n7sdPY,https://www.youtube.com/watch?v=kxYA6n7sdPY,The Most Underrated Tractor Attachment #johndeere #homestead #farmlife #tractor  #farmequipment,People & Blogs,no
outbfQcvRyA,https://www.youtube.com/watch?v=outbfQcvRyA,Yemen: Protecting sheep and goats against disease,Nonprofits & Activism,no
wwhOU4jwCBE,https://www.youtube.com/watch?v=wwhOU4jwCBE,Use Breakdown Inc to locate nearby mobile truck repair services wherever you are. #trucks #kenworth,Autos & Vehicles,no
Za03EWXPgsA,https://www.youtube.com/watch?v=Za03EWXPgsA,All Will Ride Amazing Lift Ramp for Hay Wagon,Howto & Style,no
zj6fDDQrl3w,https://www.youtube.com/watch?v=zj6fDDQrl3w,How We Make Biodiesel (2018),Education,no
